ID,Email,Password,Nationality,Gender,Name,Surname,Age,Traveler_Type,Dietary_Restrictions
769,user769@example.com,abcd1234,Indonesian,male,Yoga,Herlambang,29,Vacation,"['Halal', 'Vegetarian']"
770,user770@example.com,abcd1234,American,female,Lindsay,Adams,43,Business,"['Halal', 'Kosher', 'Gluten-free']"
771,user771@example.com,abcd1234,Indonesian,female,Valerie,Kurniawan,50,Business,"['Halal', 'Lactose-free']"
772,user772@example.com,abcd1234,American,female,Eleanor,Williams,30,Educational,"['Halal', 'Lactose-free']"
773,user773@example.com,abcd1234,Indonesian,female,Bintang,Gunawan,31,Business,"['Halal', 'Vegan']"
774,user774@example.com,abcd1234,Indonesian,female,Siti,Sunandar,41,Vacation,['Gluten-free']
775,user775@example.com,abcd1234,German,male,Maximilian,Neumann,51,Educational,"['Vegetarian', 'Halal']"
776,user776@example.com,abcd1234,Indonesian,female,Marcella,Sitohang,43,Educational,['Halal']
777,user777@example.com,abcd1234,Indonesian,male,Rizky,Dewanto,38,Educational,"['Vegan', 'Gluten-free']"
778,user778@example.com,abcd1234,German,male,Niklas,Becker,45,Educational,"['Vegetarian', 'Halal', 'Vegan']"
779,user779@example.com,abcd1234,German,male,Adrian,Meyer,53,Educational,"['Vegetarian', 'Halal']"
780,user780@example.com,abcd1234,Japanese,female,Erika,Sasaki,57,Vacation,['Halal']
781,user781@example.com,abcd1234,Japanese,female,Mai,Suzuki,19,Educational,"['Halal', 'Kosher']"
782,user782@example.com,abcd1234,Japanese,male,Yuta,Nakamura,59,Educational,"['Vegan', 'Halal', 'Kosher']"
783,user783@example.com,abcd1234,Indonesian,female,Cindy,Sasmito,26,Vacation,"['Halal', 'Vegetarian']"
784,user784@example.com,abcd1234,Indonesian,female,Valerie,Sunandar,40,Business,"['Kosher', 'Halal']"
785,user785@example.com,abcd1234,Indonesian,female,Natasha,Simatupang,32,Educational,"['Halal', 'Kosher', 'Vegetarian']"
786,user786@example.com,abcd1234,Chinese,female,Mei,Tian,30,Business,"['Halal', 'Kosher', 'Vegan']"
787,user787@example.com,abcd1234,Japanese,male,Ryosuke,Yamamoto,40,Educational,"['Halal', 'Vegan', 'Kosher']"
788,user788@example.com,abcd1234,Indonesian,male,Adrian,Saputra,34,Vacation,"['Halal', 'Lactose-free']"
789,user789@example.com,abcd1234,Dutch,female,Femke,Mol,19,Educational,['Gluten-free']
790,user790@example.com,abcd1234,Chinese,male,Muchen,Zhang,37,Educational,"['Halal', 'Kosher', 'Vegetarian']"
791,user791@example.com,abcd1234,Indonesian,female,Putri,Hutabarat,37,Business,"['Gluten-free', 'Halal', 'Vegan']"
792,user792@example.com,abcd1234,Japanese,female,Yui,Kato,20,Vacation,['Halal']
793,user793@example.com,abcd1234,Japanese,male,Kazuki,Ito,29,Educational,"['Kosher', 'Halal']"
794,user794@example.com,abcd1234,Japanese,male,Ryota,Shimizu,57,Educational,"['Halal', 'Vegan']"
795,user795@example.com,abcd1234,Indonesian,male,Bambang,Kurniawan,19,Educational,"['Vegan', 'Halal', 'Vegetarian']"
796,user796@example.com,abcd1234,Chinese,female,Yuming,Liu,53,Vacation,"['Gluten-free', 'Lactose-free']"
797,user797@example.com,abcd1234,Chinese,male,Yichen,Ye,31,Educational,"['Gluten-free', 'Halal', 'Vegetarian']"
798,user798@example.com,abcd1234,Japanese,female,Erika,Suzuki,33,Vacation,['Halal']
799,user799@example.com,abcd1234,Japanese,male,Hiroshi,Yoshida,36,Vacation,['Vegetarian']
800,user800@example.com,abcd1234,Chinese,male,Haoyu,Liu,51,Vacation,['Halal']
801,user801@example.com,abcd1234,German,female,Paula,Fischer,23,Educational,"['Halal', 'Lactose-free', 'Vegetarian']"
802,user802@example.com,abcd1234,Indonesian,female,Angelina,Hutabarat,30,Vacation,"['Halal', 'Lactose-free', 'Kosher']"
803,user803@example.com,abcd1234,Japanese,female,Nao,Ito,53,Business,['Lactose-free']
804,user804@example.com,abcd1234,Japanese,female,Haruka,Yamaguchi,39,Educational,"['Halal', 'Lactose-free']"
805,user805@example.com,abcd1234,Indonesian,female,Kesya,Simatupang,35,Educational,['Vegan']
806,user806@example.com,abcd1234,German,female,Amelie,Schneider,29,Vacation,"['Halal', 'Lactose-free']"
807,user807@example.com,abcd1234,Chinese,female,Yang,Yang,47,Business,"['Vegan', 'Halal']"
808,user808@example.com,abcd1234,Chinese,female,Xinyi,Zhao,57,Vacation,"['Halal', 'Vegetarian', 'Kosher']"
809,user809@example.com,abcd1234,Dutch,male,Jasper,Vermeulen,24,Vacation,"['Vegan', 'Halal']"
810,user810@example.com,abcd1234,Indonesian,female,Lestari,Dewanto,49,Educational,"['Halal', 'Vegan', 'Vegetarian']"
811,user811@example.com,abcd1234,Chinese,female,Jing,Zhou,36,Vacation,"['Halal', 'Vegetarian']"
812,user812@example.com,abcd1234,American,male,Michael,Smith,23,Educational,['Halal']
813,user813@example.com,abcd1234,Indonesian,female,Fitri,Wulandari,37,Educational,"['Halal', 'Vegetarian', 'Gluten-free']"
814,user814@example.com,abcd1234,Chinese,male,Wei,Zhao,44,Vacation,"['Halal', 'Vegetarian']"
815,user815@example.com,abcd1234,Chinese,male,Mingze,Fu,54,Educational,['Halal']
816,user816@example.com,abcd1234,Japanese,female,Asuka,Ito,24,Vacation,"['Vegetarian', 'Halal']"
817,user817@example.com,abcd1234,Japanese,male,Yukihiro,Inoue,22,Vacation,['Halal']
818,user818@example.com,abcd1234,Indonesian,female,Christine,Sunandar,28,Vacation,"['Halal', 'Vegetarian']"
819,user819@example.com,abcd1234,Indonesian,male,Bintang,Sitohang,32,Business,['Lactose-free']
820,user820@example.com,abcd1234,Indonesian,male,TriWahyu,Dewanto,20,Business,"['Vegetarian', 'Halal', 'Vegan']"
821,user821@example.com,abcd1234,American,male,Robert,Williams,22,Vacation,"['Vegan', 'Halal', 'Lactose-free']"
822,user822@example.com,abcd1234,Indonesian,female,Dewi,Saputra,40,Educational,['Halal']
823,user823@example.com,abcd1234,Indonesian,female,Irma,Sitohang,54,Educational,['Lactose-free']
824,user824@example.com,abcd1234,Indonesian,male,Kevin,Sitohang,26,Educational,"['Gluten-free', 'Vegan', 'Vegetarian']"
825,user825@example.com,abcd1234,Japanese,male,Takahiro,Kimura,32,Business,"['Lactose-free', 'Vegetarian']"
826,user826@example.com,abcd1234,Chinese,female,Mei,Chen,20,Educational,"['Halal', 'Gluten-free', 'Vegetarian']"
827,user827@example.com,abcd1234,Indonesian,female,Mega,Dewanto,46,Educational,"['Vegan', 'Halal', 'Gluten-free']"
828,user828@example.com,abcd1234,Indonesian,male,Abdul,Nugroho,23,Educational,"['Vegan', 'Vegetarian', 'Halal']"
829,user829@example.com,abcd1234,German,male,Simon,Zimmermann,34,Educational,['Halal']
830,user830@example.com,abcd1234,Dutch,female,Tess,Bos,43,Educational,"['Vegan', 'Lactose-free', 'Kosher']"
831,user831@example.com,abcd1234,Indonesian,female,Felicia,Wijaya,38,Vacation,"['Vegetarian', 'Halal']"
832,user832@example.com,abcd1234,Dutch,female,Maud,Visser,25,Educational,"['Halal', 'Vegetarian']"
833,user833@example.com,abcd1234,Indonesian,female,Rini,Gunawan,38,Vacation,"['Vegetarian', 'Halal', 'Vegan']"
834,user834@example.com,abcd1234,Indonesian,female,Cindy,Sunandar,28,Educational,"['Halal', 'Gluten-free', 'Vegan']"
835,user835@example.com,abcd1234,Dutch,male,Stan,Smit,55,Vacation,"['Halal', 'Lactose-free']"
836,user836@example.com,abcd1234,Indonesian,female,Cindy,Wijaya,25,Business,"['Kosher', 'Vegan', 'Halal']"
837,user837@example.com,abcd1234,Chinese,male,Muyang,Li,59,Business,"['Vegan', 'Halal']"
838,user838@example.com,abcd1234,Indonesian,female,Christine,Nugroho,41,Educational,"['Halal', 'Vegetarian']"
839,user839@example.com,abcd1234,Japanese,male,Ryosuke,Ishida,52,Vacation,['Vegetarian']
840,user840@example.com,abcd1234,Japanese,female,Yui,Inoue,31,Vacation,['Halal']
841,user841@example.com,abcd1234,Indonesian,female,Valerie,Sasmito,31,Educational,"['Vegetarian', 'Halal']"
842,user842@example.com,abcd1234,Japanese,male,Satoshi,Yoshida,27,Educational,"['Halal', 'Vegetarian']"
843,user843@example.com,abcd1234,Indonesian,male,Joko,Herlambang,29,Vacation,"['Halal', 'Vegetarian']"
844,user844@example.com,abcd1234,Chinese,female,Fen,Zhao,55,Vacation,['Halal']
845,user845@example.com,abcd1234,Indonesian,female,Cindy,Wijaya,51,Educational,['Lactose-free']
846,user846@example.com,abcd1234,Indonesian,female,Irma,Susanto,58,Educational,['Gluten-free']
847,user847@example.com,abcd1234,Indonesian,female,Angelina,Simatupang,27,Educational,"['Halal', 'Vegetarian']"
848,user848@example.com,abcd1234,Chinese,female,Xiu,Mao,34,Educational,"['Halal', 'Vegan']"
849,user849@example.com,abcd1234,Japanese,male,Kaito,Yamaguchi,34,Vacation,"['Vegan', 'Halal', 'Vegetarian']"
850,user850@example.com,abcd1234,Japanese,male,Satoshi,Sato,20,Educational,"['Halal', 'Vegan', 'Vegetarian']"
851,user851@example.com,abcd1234,Indonesian,female,Rini,Kurniawan,48,Educational,['Halal']
852,user852@example.com,abcd1234,German,male,Felix,Zimmermann,18,Educational,"['Lactose-free', 'Halal', 'Gluten-free']"
853,user853@example.com,abcd1234,Indonesian,male,Chandra,Sitohang,29,Business,['Vegan']
854,user854@example.com,abcd1234,Chinese,male,Hao,Ma,56,Educational,['Halal']
855,user855@example.com,abcd1234,Indonesian,female,Kesya,Susanto,21,Educational,"['Vegan', 'Halal']"
856,user856@example.com,abcd1234,Indonesian,male,Bayu,Sasmito,59,Vacation,"['Halal', 'Vegetarian']"
857,user857@example.com,abcd1234,Indonesian,female,Fitri,Saputra,30,Educational,"['Halal', 'Vegetarian', 'Vegan']"
858,user858@example.com,abcd1234,Dutch,male,Sander,Post,51,Educational,"['Vegetarian', 'Halal']"
859,user859@example.com,abcd1234,Japanese,female,Miku,Matsumoto,59,Educational,['Gluten-free']
860,user860@example.com,abcd1234,Indonesian,male,Ahmad,Wulandari,38,Educational,['Halal']
861,user861@example.com,abcd1234,German,female,Marie,Neumann,39,Educational,"['Vegetarian', 'Halal', 'Lactose-free']"
862,user862@example.com,abcd1234,Dutch,female,Sanne,Schmidt,21,Educational,"['Vegetarian', 'Halal']"
863,user863@example.com,abcd1234,Japanese,male,Ryota,Suzuki,35,Business,['Halal']
864,user864@example.com,abcd1234,Indonesian,female,Felicia,Herlambang,22,Business,"['Vegetarian', 'Halal']"
865,user865@example.com,abcd1234,Indonesian,female,Jennifer,Sunandar,36,Vacation,"['Vegetarian', 'Halal', 'Lactose-free']"
866,user866@example.com,abcd1234,Japanese,female,Mai,Inoue,19,Educational,"['Kosher', 'Lactose-free', 'Vegan']"
867,user867@example.com,abcd1234,Indonesian,female,Marcella,Dewanto,29,Educational,"['Halal', 'Lactose-free']"
868,user868@example.com,abcd1234,Indonesian,female,Kamila,Susanto,34,Educational,"['Halal', 'Gluten-free']"
869,user869@example.com,abcd1234,Chinese,female,Fang,Zhao,27,Educational,['Halal']
870,user870@example.com,abcd1234,Chinese,female,Xiu,Yan,51,Educational,['Halal']
871,user871@example.com,abcd1234,Indonesian,female,Christine,Saputra,23,Educational,['Gluten-free']
872,user872@example.com,abcd1234,Indonesian,male,Abdul,Susanto,25,Vacation,['Vegetarian']
873,user873@example.com,abcd1234,Japanese,male,Toshiaki,Yamaguchi,28,Educational,"['Halal', 'Kosher', 'Vegetarian']"
874,user874@example.com,abcd1234,Indonesian,female,Lestari,Saputra,29,Vacation,"['Halal', 'Vegetarian', 'Kosher']"
875,user875@example.com,abcd1234,Indonesian,female,Bintang,Hutabarat,26,Educational,"['Vegetarian', 'Halal', 'Vegan']"
876,user876@example.com,abcd1234,Indonesian,male,Bayu,Sasmito,19,Educational,['Halal']
877,user877@example.com,abcd1234,German,male,Philipp,Becker,25,Educational,['Lactose-free']
878,user878@example.com,abcd1234,Japanese,male,Daisuke,Yamaguchi,28,Business,['Vegetarian']
879,user879@example.com,abcd1234,Indonesian,female,Jennifer,Wijaya,53,Vacation,['Halal']
880,user880@example.com,abcd1234,Indonesian,male,Erick,Nugroho,27,Educational,"['Vegetarian', 'Halal']"
881,user881@example.com,abcd1234,Indonesian,female,Rini,Kurniawan,38,Educational,"['Halal', 'Lactose-free', 'Vegan']"
882,user882@example.com,abcd1234,Japanese,female,Mana,Kato,37,Vacation,['Halal']
883,user883@example.com,abcd1234,Indonesian,male,Cahya,Wijaya,25,Educational,"['Vegan', 'Lactose-free']"
884,user884@example.com,abcd1234,Indonesian,female,Putri,Sitohang,53,Vacation,['Halal']
885,user885@example.com,abcd1234,German,female,Emma,Hoffmann,46,Educational,['Vegetarian']
886,user886@example.com,abcd1234,Indonesian,female,Dewi,Wulandari,59,Educational,"['Gluten-free', 'Halal']"
887,user887@example.com,abcd1234,Japanese,female,Mana,Inoue,29,Educational,['Halal']
888,user888@example.com,abcd1234,Indonesian,male,Rizky,Gunawan,31,Educational,"['Halal', 'Vegan']"
889,user889@example.com,abcd1234,Indonesian,male,Agus,Herlambang,38,Educational,"['Halal', 'Lactose-free']"
890,user890@example.com,abcd1234,Indonesian,female,Siti,Sasmito,39,Educational,"['Halal', 'Vegan', 'Vegetarian']"
891,user891@example.com,abcd1234,German,female,Mila,Zimmermann,38,Business,['Halal']
892,user892@example.com,abcd1234,Chinese,male,Guan,Wang,47,Vacation,"['Halal', 'Kosher']"
893,user893@example.com,abcd1234,American,female,Linda,Cooper,56,Vacation,"['Vegan', 'Halal']"
894,user894@example.com,abcd1234,Indonesian,male,Budi,Susanto,37,Educational,"['Halal', 'Vegetarian', 'Vegan']"
895,user895@example.com,abcd1234,Japanese,female,Asuka,Kato,41,Vacation,['Vegetarian']
896,user896@example.com,abcd1234,Indonesian,female,Marcella,Kurniawan,40,Vacation,"['Vegan', 'Halal', 'Gluten-free']"
897,user897@example.com,abcd1234,Indonesian,male,TriWahyu,Gunawan,24,Vacation,['Halal']
898,user898@example.com,abcd1234,Chinese,male,Muyang,Xi,26,Business,['Vegan']
899,user899@example.com,abcd1234,Indonesian,male,Putra,Santoso,18,Vacation,"['Halal', 'Gluten-free', 'Vegan']"
900,user900@example.com,abcd1234,Indonesian,male,TriWahyu,Wijaya,43,Educational,"['Halal', 'Vegetarian']"
901,user901@example.com,abcd1234,Indonesian,female,Lestari,Kurniawan,55,Educational,['Vegan']
902,user902@example.com,abcd1234,Indonesian,male,Ivan,Wijaya,55,Educational,['Halal']
903,user903@example.com,abcd1234,Indonesian,female,Michelle,Wulandari,39,Educational,"['Halal', 'Lactose-free', 'Vegetarian']"
904,user904@example.com,abcd1234,Japanese,male,Ryota,Inoue,27,Vacation,"['Vegan', 'Lactose-free', 'Halal']"
905,user905@example.com,abcd1234,Indonesian,male,Bambang,Gunawan,23,Educational,"['Halal', 'Vegan', 'Vegetarian']"
906,user906@example.com,abcd1234,Chinese,female,Xiang,Mao,34,Business,['Vegetarian']
907,user907@example.com,abcd1234,American,male,Wardell,Jackson,55,Vacation,"['Vegetarian', 'Halal']"
908,user908@example.com,abcd1234,Indonesian,male,Kevin,Dewanto,41,Educational,"['Halal', 'Vegetarian']"
909,user909@example.com,abcd1234,Indonesian,male,Michael,Dewanto,27,Business,"['Halal', 'Vegetarian', 'Vegan']"
910,user910@example.com,abcd1234,Indonesian,male,TriWahyu,Saputra,25,Educational,['Halal']
911,user911@example.com,abcd1234,Japanese,female,Hikari,Yamada,38,Vacation,"['Vegetarian', 'Halal']"
912,user912@example.com,abcd1234,Indonesian,female,Dewi,Simatupang,23,Educational,"['Halal', 'Gluten-free']"
913,user913@example.com,abcd1234,Japanese,male,Riku,Sasaki,38,Vacation,"['Vegetarian', 'Vegan', 'Halal']"
914,user914@example.com,abcd1234,Indonesian,male,Ivan,Nugroho,56,Vacation,"['Halal', 'Gluten-free', 'Vegan']"
915,user915@example.com,abcd1234,Japanese,male,Yuta,Yamamoto,41,Educational,"['Vegetarian', 'Halal']"
916,user916@example.com,abcd1234,Indonesian,female,Rini,Gunawan,50,Vacation,"['Halal', 'Lactose-free']"
917,user917@example.com,abcd1234,Indonesian,female,Kesya,Kurniawan,35,Vacation,['Halal']
918,user918@example.com,abcd1234,Chinese,female,Jing,Bai,45,Business,"['Halal', 'Lactose-free', 'Vegetarian']"
919,user919@example.com,abcd1234,German,female,Isabella,Wagner,49,Educational,"['Vegan', 'Halal', 'Kosher']"
920,user920@example.com,abcd1234,Indonesian,male,Agus,Sasmito,29,Educational,"['Lactose-free', 'Halal', 'Kosher']"
921,user921@example.com,abcd1234,Chinese,male,De,Bai,59,Vacation,['Halal']
922,user922@example.com,abcd1234,Dutch,male,Thijs,Kok,44,Educational,"['Halal', 'Kosher']"
923,user923@example.com,abcd1234,Chinese,female,Fen,Zhou,27,Educational,"['Halal', 'Kosher']"
924,user924@example.com,abcd1234,German,male,Niklas,Richter,59,Educational,['Kosher']
925,user925@example.com,abcd1234,Indonesian,female,Marcella,Herlambang,49,Educational,"['Halal', 'Vegan']"
926,user926@example.com,abcd1234,Indonesian,female,Mega,Hutabarat,59,Vacation,['Vegan']
927,user927@example.com,abcd1234,Indonesian,male,Putra,Sitohang,43,Educational,"['Halal', 'Gluten-free', 'Lactose-free']"
928,user928@example.com,abcd1234,Japanese,male,Ryo,Kimura,42,Vacation,"['Halal', 'Vegetarian', 'Kosher']"
929,user929@example.com,abcd1234,Japanese,male,Riku,Kimura,28,Business,"['Vegan', 'Vegetarian', 'Halal']"
930,user930@example.com,abcd1234,Indonesian,female,Jennifer,Sunandar,40,Educational,['Halal']
931,user931@example.com,abcd1234,Indonesian,female,Bintang,Nugroho,51,Educational,"['Halal', 'Lactose-free', 'Vegetarian']"
932,user932@example.com,abcd1234,American,male,Kyle,Butler,57,Vacation,['Halal']
933,user933@example.com,abcd1234,Chinese,male,Guan,Liu,40,Vacation,"['Halal', 'Lactose-free']"
934,user934@example.com,abcd1234,Japanese,female,Miku,Inoue,46,Educational,"['Vegetarian', 'Halal', 'Vegan']"
935,user935@example.com,abcd1234,Indonesian,male,Faisal,Nugroho,48,Business,"['Vegan', 'Halal']"
936,user936@example.com,abcd1234,Indonesian,female,Angelina,Simatupang,24,Business,['Vegetarian']
937,user937@example.com,abcd1234,Indonesian,female,Felicia,Gunawan,57,Business,"['Halal', 'Vegan', 'Lactose-free']"
938,user938@example.com,abcd1234,Chinese,male,Haoyu,Bai,50,Vacation,"['Halal', 'Vegetarian', 'Lactose-free']"
939,user939@example.com,abcd1234,Indonesian,male,Yoga,Simatupang,38,Educational,"['Kosher', 'Halal', 'Vegan']"
940,user940@example.com,abcd1234,Japanese,male,Ryo,Watanabe,19,Business,"['Lactose-free', 'Vegan']"
941,user941@example.com,abcd1234,Indonesian,male,Restu,Hutabarat,35,Educational,"['Halal', 'Lactose-free', 'Vegetarian']"
942,user942@example.com,abcd1234,Japanese,female,Yui,Inoue,50,Vacation,"['Lactose-free', 'Halal']"
943,user943@example.com,abcd1234,Japanese,female,Yui,Yamaguchi,54,Educational,"['Halal', 'Vegan']"
944,user944@example.com,abcd1234,American,female,Jennifer,Green,51,Educational,['Lactose-free']
945,user945@example.com,abcd1234,Indonesian,male,Joko,Sasmito,37,Educational,['Halal']
946,user946@example.com,abcd1234,Indonesian,female,Irma,Herlambang,52,Educational,"['Halal', 'Vegan', 'Vegetarian']"
947,user947@example.com,abcd1234,Indonesian,male,Chandra,Nugroho,35,Educational,"['Halal', 'Lactose-free', 'Kosher']"
948,user948@example.com,abcd1234,Chinese,male,Yichen,Liu,41,Vacation,['Vegan']
949,user949@example.com,abcd1234,Chinese,male,Chenxiao,Zhang,25,Educational,['Lactose-free']
950,user950@example.com,abcd1234,Japanese,male,Kazuki,Matsumoto,47,Educational,"['Halal', 'Kosher', 'Vegan']"
951,user951@example.com,abcd1234,Japanese,male,Ryo,Tanaka,27,Vacation,['Halal']
952,user952@example.com,abcd1234,Japanese,male,Ryosuke,Matsumoto,40,Vacation,"['Kosher', 'Vegetarian']"
953,user953@example.com,abcd1234,Indonesian,female,Vania,Hutabarat,28,Educational,"['Lactose-free', 'Halal', 'Vegetarian']"
954,user954@example.com,abcd1234,Chinese,male,Wente,Fu,19,Educational,"['Vegetarian', 'Halal', 'Vegan']"
955,user955@example.com,abcd1234,Indonesian,female,Michelle,Wijaya,43,Vacation,['Halal']
956,user956@example.com,abcd1234,Indonesian,female,Irma,Herlambang,53,Vacation,"['Vegan', 'Vegetarian', 'Halal']"
957,user957@example.com,abcd1234,Japanese,male,Takashi,Kato,50,Educational,"['Halal', 'Vegetarian', 'Vegan']"
958,user958@example.com,abcd1234,Indonesian,male,Bayu,Wulandari,30,Educational,"['Lactose-free', 'Halal']"
959,user959@example.com,abcd1234,Indonesian,male,Agus,Wulandari,57,Educational,"['Halal', 'Kosher', 'Vegetarian']"
960,user960@example.com,abcd1234,German,female,Sarah,Weber,42,Educational,['Halal']
961,user961@example.com,abcd1234,Indonesian,male,Joko,Dewanto,21,Educational,"['Gluten-free', 'Vegan', 'Halal']"
962,user962@example.com,abcd1234,Japanese,female,Yuki,Tanaka,59,Educational,['Halal']
963,user963@example.com,abcd1234,Indonesian,male,Rizky,Kurniawan,36,Educational,"['Halal', 'Lactose-free']"
964,user964@example.com,abcd1234,Indonesian,male,Ahmad,Gunawan,35,Educational,"['Halal', 'Vegan', 'Vegetarian']"
965,user965@example.com,abcd1234,Indonesian,female,Natasha,Kurniawan,54,Educational,"['Halal', 'Vegan', 'Lactose-free']"
966,user966@example.com,abcd1234,Indonesian,female,Michelle,Wulandari,47,Vacation,"['Vegan', 'Lactose-free', 'Halal']"
967,user967@example.com,abcd1234,German,male,Alexander,Schneider,36,Vacation,"['Halal', 'Vegan']"
968,user968@example.com,abcd1234,Indonesian,female,Vania,Hutabarat,40,Educational,"['Halal', 'Gluten-free']"
969,user969@example.com,abcd1234,Japanese,female,Miku,Sasaki,33,Business,"['Halal', 'Vegan']"
970,user970@example.com,abcd1234,Dutch,female,Floor,Post,18,Vacation,"['Halal', 'Kosher', 'Vegetarian']"
971,user971@example.com,abcd1234,Japanese,female,Yuki,Suzuki,29,Vacation,"['Halal', 'Vegan']"
972,user972@example.com,abcd1234,Chinese,female,Yuming,Liu,41,Educational,"['Halal', 'Vegan', 'Lactose-free']"
973,user973@example.com,abcd1234,German,male,Tobias,Hoffmann,51,Vacation,['Halal']
974,user974@example.com,abcd1234,Indonesian,male,Joko,Hutabarat,25,Vacation,"['Vegetarian', 'Halal', 'Gluten-free']"
975,user975@example.com,abcd1234,Indonesian,female,Puspita,Gunawan,35,Business,"['Halal', 'Vegetarian']"
976,user976@example.com,abcd1234,Indonesian,male,Michael,Herlambang,22,Educational,"['Halal', 'Vegan']"
977,user977@example.com,abcd1234,Japanese,male,Kenta,Tanaka,43,Vacation,"['Halal', 'Kosher']"
978,user978@example.com,abcd1234,Indonesian,female,Christine,Gunawan,47,Vacation,"['Halal', 'Kosher', 'Vegan']"
979,user979@example.com,abcd1234,Dutch,male,Jelle,Schmidt,30,Vacation,"['Lactose-free', 'Gluten-free']"
980,user980@example.com,abcd1234,Japanese,female,Haruka,Shibata,36,Educational,"['Gluten-free', 'Vegetarian', 'Kosher']"
981,user981@example.com,abcd1234,Indonesian,female,Irma,Dewanto,46,Vacation,"['Halal', 'Vegan', 'Gluten-free']"
982,user982@example.com,abcd1234,German,male,Noah,Schneider,20,Business,"['Kosher', 'Halal']"
983,user983@example.com,abcd1234,Indonesian,female,Kesya,Susanto,43,Educational,"['Halal', 'Kosher']"
984,user984@example.com,abcd1234,Indonesian,female,Bintang,Sasmito,57,Educational,['Halal']
985,user985@example.com,abcd1234,German,female,Leonie,Krüger,29,Educational,['Halal']
986,user986@example.com,abcd1234,Dutch,female,Lara,Post,19,Educational,"['Halal', 'Kosher']"
987,user987@example.com,abcd1234,Japanese,female,Aya,Ito,28,Educational,"['Lactose-free', 'Vegan']"
988,user988@example.com,abcd1234,Indonesian,male,Yoga,Gunawan,45,Business,['Kosher']
989,user989@example.com,abcd1234,Indonesian,male,Cahya,Nugroho,35,Educational,"['Vegan', 'Vegetarian']"
990,user990@example.com,abcd1234,American,female,Marie,Anderson,30,Vacation,['Vegan']
991,user991@example.com,abcd1234,German,female,Mia,Neumann,54,Educational,"['Halal', 'Vegan', 'Vegetarian']"
992,user992@example.com,abcd1234,Japanese,male,Kazuki,Shibata,39,Vacation,"['Halal', 'Lactose-free']"
993,user993@example.com,abcd1234,Indonesian,female,Mega,Susanto,29,Vacation,['Halal']
994,user994@example.com,abcd1234,Japanese,male,Naoki,Tanaka,19,Educational,['Kosher']
995,user995@example.com,abcd1234,Indonesian,female,Fitri,Kurniawan,54,Vacation,"['Halal', 'Lactose-free', 'Vegetarian']"
996,user996@example.com,abcd1234,Indonesian,female,Valerie,Kurniawan,24,Educational,['Halal']
997,user997@example.com,abcd1234,Chinese,female,Fang,Liu,43,Business,"['Halal', 'Vegetarian']"
998,user998@example.com,abcd1234,Indonesian,female,Dewi,Nugroho,43,Business,['Halal']
999,user999@example.com,abcd1234,Chinese,female,Xiang,Xi,41,Educational,"['Vegan', 'Halal', 'Vegetarian']"
1000,user1000@example.com,abcd1234,Indonesian,female,Jennifer,Wulandari,29,Educational,"['Kosher', 'Vegetarian', 'Halal']"
1001,user1001@example.com,abcd1234,Indonesian,female,Cindy,Gunawan,33,Educational,['Halal']
1002,user1002@example.com,abcd1234,Japanese,male,Takahiro,Tanaka,40,Vacation,"['Halal', 'Vegan', 'Vegetarian']"
1003,user1003@example.com,abcd1234,Chinese,male,Yong,Mao,57,Educational,['Halal']
1004,user1004@example.com,abcd1234,German,male,Sebastian,Müller,26,Educational,['Halal']
1005,user1005@example.com,abcd1234,American,female,Amelia,Adams,49,Educational,"['Vegan', 'Halal']"
1006,user1006@example.com,abcd1234,Japanese,female,Sakura,Kato,32,Vacation,"['Vegetarian', 'Gluten-free', 'Halal']"
1007,user1007@example.com,abcd1234,Japanese,female,Aya,Kobayashi,54,Educational,"['Halal', 'Vegetarian']"
1008,user1008@example.com,abcd1234,American,female,Ada,Green,30,Educational,"['Halal', 'Gluten-free']"
1009,user1009@example.com,abcd1234,Indonesian,female,Rizky,Dewanto,22,Educational,"['Kosher', 'Vegetarian', 'Halal']"
1010,user1010@example.com,abcd1234,Dutch,female,Isa,Meijer,28,Educational,"['Vegan', 'Vegetarian', 'Lactose-free']"
1011,user1011@example.com,abcd1234,Indonesian,female,Felicia,Nugroho,27,Educational,"['Vegetarian', 'Kosher']"
1012,user1012@example.com,abcd1234,Chinese,male,Wei,Tian,30,Business,['Halal']
1013,user1013@example.com,abcd1234,Chinese,female,Fen,Zhao,58,Vacation,['Halal']
1014,user1014@example.com,abcd1234,Indonesian,male,Faisal,Hutabarat,32,Educational,"['Halal', 'Vegan', 'Gluten-free']"
1015,user1015@example.com,abcd1234,German,male,Jonas,Reus,59,Vacation,['Halal']
1016,user1016@example.com,abcd1234,Chinese,female,Xiang,Tian,24,Business,['Vegetarian']
1017,user1017@example.com,abcd1234,Indonesian,female,Puspita,Dewanto,57,Vacation,"['Halal', 'Vegan']"
1018,user1018@example.com,abcd1234,Japanese,male,Ryo,Inoue,45,Vacation,['Halal']
1019,user1019@example.com,abcd1234,Chinese,male,Hao,Wang,49,Educational,"['Halal', 'Vegetarian', 'Lactose-free']"
1020,user1020@example.com,abcd1234,Indonesian,female,Fitri,Sitohang,52,Educational,"['Halal', 'Vegetarian']"
1021,user1021@example.com,abcd1234,Japanese,female,Rina,Shibata,32,Vacation,"['Halal', 'Vegetarian']"
1022,user1022@example.com,abcd1234,Indonesian,male,Faisal,Saputra,53,Business,"['Halal', 'Lactose-free']"
